"id","title","poster_url","year","duration","age_rating","star_rating","num_ratings","description"
"2016","Beasts of the Southern Wild","https://m.media-amazon.com/images/M/MV5BMTgxNDM5MDM1Ml5BMl5BanBnXkFtZTcwOTYwNzQ3Nw@@._V1_QL75_UX280_CR0,0,280,414_.jpg","2012","1h 33m","PG-13","7.2","86K","Faced with both her hot-tempered father's fading health and melting ice-caps that flood her ramshackle bayou community and unleash ancient aurochs, six-year-old Hushpuppy must learn the ways of courage and love."
"2017","Minamata","https://m.media-amazon.com/images/M/MV5BMDRkZDgyNjQtMTY0OC00MzFiLTlmYjUtNjgxNmJlYTAwZDc0XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2020","1h 55m","R","7.2","24K","War photographer W. Eugene Smith travels back to Japan where he documents the devastating effect of mercury poisoning in coastal communities."
"2018","Birdy","https://m.media-amazon.com/images/M/MV5BMTlmY2M4OTUtNDgyZS00OTRlLTgzMGMtNjljNTgxMDU4ZTBhXkEyXkFqcGc@._V1_QL75_UX280_CR0,3,280,414_.jpg","1984","2h","R","7.2","26K","After two friends return home from the Vietnam War one becomes mentally unstable and obsesses with becoming a bird."
"2019","She Wore a Yellow Ribbon","https://m.media-amazon.com/images/M/MV5BNmNhMzcyNzktOTgxOC00OGY2LTkyZTAtYTBjN2ZiNDQ5NTJjXkEyXkFqcGc@._V1_QL75_UX280_CR0,8,280,414_.jpg","1949","1h 44m","Approved","7.2","20K","Captain Nathan Brittles, on the eve of retirement, takes out a last patrol to stop an impending massive Indian attack. Encumbered by women who must be evacuated, Brittles finds his mission imperiled."
"2020","Super Size Me","https://m.media-amazon.com/images/M/MV5BMTYyOTk4MjIxOF5BMl5BanBnXkFtZTcwMzk1NTUyMQ@@._V1_QL75_UY414_CR6,0,280,414_.jpg","2004","1h 40m","PG-13","7.2","115K","While examining the influence of the fast food industry, Morgan Spurlock personally explores the consequences on his health of a diet of solely McDonald's food for one month."
"2021","Dolemite Is My Name","https://m.media-amazon.com/images/M/MV5BOTYyNGU3MDctZWU1NS00N2Y5LWE2MDUtOWFlMmVmM2IzNDQ5XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2019","1h 58m","R","7.2","66K","Eddie Murphy portrays real-life legend Rudy Ray Moore, a comedy and rap pioneer who proved naysayers wrong when his hilarious, obscene, kung-fu fighting alter ego, Dolemite, became a 1970s Blaxploitation phenomenon."
"2022","Conviction","https://m.media-amazon.com/images/M/MV5BODliMTg0YjktM2E2MC00Y2EzLWIxNWQtZWVjYmVmZDkwN2UwXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2010","1h 47m","R","7.2","47K","A working mother puts herself through law school in an effort to represent her brother, who has been wrongfully convicted of murder and has exhausted his chances to appeal his conviction through public defenders."
"2023","Private Life","https://m.media-amazon.com/images/M/MV5BMDBlOWZmZDItYjNlZi00ZDk3LTgyZGQtYzJhNjJhZDk3MTcyXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2018","2h 3m","R","7.2","23K","An author is undergoing multiple fertility therapies to get pregnant, putting her relationship with her husband on edge."
"2024","The End of the Tour","https://m.media-amazon.com/images/M/MV5BMTUwODU3NjQxNF5BMl5BanBnXkFtZTgwODE2NTE4NTE@._V1_QL75_UX280_CR0,0,280,414_.jpg","2015","1h 46m","R","7.2","34K","The story of the five-day interview between Rolling Stone reporter David Lipsky and acclaimed novelist David Foster Wallace, which took place right after the 1996 publication of Wallace's groundbreaking epic novel, 'Infinite Jest.'"
"2025","Dirty Pretty Things","https://m.media-amazon.com/images/M/MV5BY2FiZmQ3MDMtMzkyMi00ZmE5LTg3NzMtMGVhNzk2MmIwYjUxXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2002","1h 37m","R","7.2","45K","Irregular migrants Okwe and Senay work at a posh London hotel and live in constant fear of deportation. One night Okwe stumbles across evidence of a bizarre murder, setting off a series of events that could lead to disaster or freedom."
"2026","Arizona Dream","https://m.media-amazon.com/images/M/MV5BZTE2N2JiYjUtZTQzMS00YjFjLTg4M2QtNzlkYTE2ZTdlNTA5XkEyXkFqcGc@._V1_QL75_UX280_CR0,3,280,414_.jpg","1993","2h 22m","R","7.2","47K","A young New Yorker goes to Arizona where he finds freedom to both love and dream."
"2027","Death and the Maiden","https://m.media-amazon.com/images/M/MV5BOTdjZjZhYWEtYzIwMi00Y2ZjLThhNWYtNDg2ZDRiZDhiZDExXkEyXkFqcGc@._V1_QL75_UY414_CR1,0,280,414_.jpg","1994","1h 43m","R","7.2","28K","A political activist is convinced that her guest is a man who once tortured her for the government."
"2028","House of Games","https://m.media-amazon.com/images/M/MV5BMjBhODMyNmUtNTNhMS00OTU1LWFlOTgtZjU1YjkzNDI1MWU5XkEyXkFqcGc@._V1_QL75_UX280_CR0,4,280,414_.jpg","1987","1h 42m","R","7.2","25K","A psychiatrist comes to the aid of a compulsive gambler and is led by a smooth-talking grifter into the shadowy but compelling world of stings, scams, and con men."
"2029","Batman: The Long Halloween, Part One","https://m.media-amazon.com/images/M/MV5BNzQ2NTY5YmUtMjQ2Yi00NzhhLWI4OGItNTIxNTVkZGE0ZGIwXkEyXkFqcGc@._V1_QL75_UX280_CR0,2,280,414_.jpg","2021","1h 25m","PG-13","7.2","21K","Held hostage by the powerful Falcone crime family, Gotham City is rife with crime and corruption. Adding to the chaos is the mysterious Holiday killer, who has been targeting the underworld and leaving a trail of terror - and body bags."
"2030","First They Killed My Father","https://m.media-amazon.com/images/M/MV5BMTgzOTQ1NDUwOF5BMl5BanBnXkFtZTgwNjAwNTkwMzI@._V1_QL75_UX280_CR0,0,280,414_.jpg","2017","2h 16m","TV-MA","7.2","21K","Cambodian author and human rights activist Loung Ung recounts the horrors she suffered as a child under the rule of the deadly Khmer Rouge."
"2031","Stan & Ollie","https://m.media-amazon.com/images/M/MV5BMDU5ODI0MzktNjdhMy00MTcwLTljMzYtNzg3Njk5ZTgwMDgxXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2018","1h 38m","PG","7.2","41K","Laurel and Hardy, the world's most famous comedy duo, attempt to reignite their film careers as they embark on what becomes their swan song: a grueling theatre tour of post-war Britain."
"2032","Brassed Off","https://m.media-amazon.com/images/M/MV5BZTllYjU3YjAtNWI0OC00ZDk3LTk0MjktOTJiMjJjZTM4ZjM5XkEyXkFqcGc@._V1_QL75_UX280_CR0,3,280,414_.jpg","1996","1h 48m","R","7.2","22K","The coal mine in a northern English village may be closing, which would also mean the end of the miners' brass band."
"2033","The Last Black Man in San Francisco","https://m.media-amazon.com/images/M/MV5BYTUyNTdhNmUtYzU5Zi00ZTI0LTg3NzQtNjM5ZmFkZWNiOTYwXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2019","2h 1m","R","7.2","23K","A young man searches for home in the changing city that seems to have left him behind."
"2034","Cat People","https://m.media-amazon.com/images/M/MV5BNDMzMjc3NmQtNjhjYS00Y2MyLWE4NTUtODVmYTU2Y2JjMGU4XkEyXkFqcGc@._V1_QL75_UX280_CR0,4,280,414_.jpg","1942","1h 13m","Approved","7.2","27K","An American man marries a Serbian immigrant who fears that she will turn into the cat person of her homeland's fables if they are intimate together."
"2035","Me and You and Everyone We Know","https://m.media-amazon.com/images/M/MV5BZmQ5ZWVhMTQtZGM1Mi00NTlhLWIyNTAtMjk4ZmIwNWViZDI1XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2005","1h 25m","R","7.2","38K","A lonely shoe salesman and an eccentric performance artist struggle to connect in this unique take on contemporary life."
"2036","The Science of Sleep","https://m.media-amazon.com/images/M/MV5BMTg3NTcxNzY5NV5BMl5BanBnXkFtZTcwODk5NTQzMQ@@._V1_QL75_UY414_CR0,0,280,414_.jpg","2006","1h 45m","R","7.2","71K","A man entranced by his dreams and imagination is love-struck with a French woman and feels he can show her his world."
"2037","Blue Jay","https://m.media-amazon.com/images/M/MV5BMjM2Nzk4ODA2M15BMl5BanBnXkFtZTgwODA5MDExMDI@._V1_QL75_UX280_CR0,3,280,414_.jpg","2016","1h 20m","Unrated","7.2","21K","Meeting by chance when they return to their tiny California hometown, two former high-school sweethearts reflect on their shared past."
"2038","Once Upon a Time in China","https://m.media-amazon.com/images/M/MV5BOWEwZmU2N2ItNWVkNi00OGRhLWE1N2YtNzM1MDRiYWM4MjgyXkEyXkFqcGc@._V1_QL75_UX280_CR0,2,280,414_.jpg","1991","2h 14m","R","7.2","21K","Legendary martial arts hero Wong Fei-Hung fights against foreign forces' plundering of China. When Aunt Yee arrives back from America, Wong Fei-Hung assumes the role of her protector."
"2039","Broken Embraces","https://m.media-amazon.com/images/M/MV5BMzA1ODU3MzI2NF5BMl5BanBnXkFtZTcwMzc3MzA3Mg@@._V1_QL75_UY414_CR0,0,280,414_.jpg","2009","2h 7m","R","7.2","43K","Harry Caine, a blind writer, reaches this moment in time when he has to heal his wounds from 14 years back. He was then still known by his real name, Mateo Blanco, and directing his last movie."
"2040","Fyre","https://m.media-amazon.com/images/M/MV5BMjQ2NzE1MjYxMV5BMl5BanBnXkFtZTgwMjM3MDQxNzM@._V1_QL75_UX280_CR0,0,280,414_.jpg","2019","1h 37m","TV-MA","7.2","53K","An exclusive behind the scenes look at the infamous unraveling of the Fyre music festival."
"2041","I Confess","https://m.media-amazon.com/images/M/MV5BZjNmZGM1OTMtNGU5Yi00ZDU0LWI2YTctYTc0ZjEzMTIyY2YxXkEyXkFqcGc@._V1_QL75_UX280_CR0,5,280,414_.jpg","1953","1h 35m","Approved","7.2","24K","A priest, who comes under suspicion for murder, cannot clear his name without breaking the seal of the confessional."
"2042","Soul Kitchen","https://m.media-amazon.com/images/M/MV5BZmVkZjFlOTEtMGE4Mi00YjY4LTgwNGQtMTdhZTk1ZjE0OTZiXkEyXkFqcGc@._V1_QL75_UY414_CR7,0,280,414_.jpg","2009","1h 36m","76Metascore","7.2","42K","In Hamburg, German-Greek chef Zinos unknowingly disturbs the peace in his locals-only restaurant by hiring a more talented chef."
"2043","Stardust Memories","https://m.media-amazon.com/images/M/MV5BMmUzODJhMjctOGE1Ni00ZTNlLWE1YmItNzkxNmNiOTkzYjJkXkEyXkFqcGc@._V1_QL75_UX280_CR0,8,280,414_.jpg","1980","1h 29m","PG","7.2","25K","While attending a retrospective of his work, a filmmaker recalls his life and his loves: the inspirations for his films."
"2044","Metropolis","https://m.media-amazon.com/images/M/MV5BYzA1YWYyNDctMDZmYS00ZGJiLTg5NzktMGE0ZTUyMjYwOTQ1XkEyXkFqcGc@._V1_QL75_UY414_CR9,0,280,414_.jpg","2001","1h 48m","PG-13","7.2","23K","Kenichi and his uncle Shunsaku Ban must find the mystery behind robot girl Tima."
"2045","Certified Copy","https://m.media-amazon.com/images/M/MV5BZmY5OWY2MTQtZDZmYS00YTczLWEwMTktMDNjZWMzYzEwYzFjXkEyXkFqcGc@._V1_QL75_UY414_CR16,0,280,414_.jpg","2010","1h 46m","Not Rated","7.2","28K","In Tuscany to promote his latest book, a middle-aged British writer meets a French woman who leads him to the village of Lucignano. While there, a chance question reveals something deeper."
"2046","Sweet and Lowdown","https://m.media-amazon.com/images/M/MV5BYjg4NmIwMDYtNDkxZC00YTk3LThhOGYtODRlNTE2Nzg2NTdhXkEyXkFqcGc@._V1_QL75_UY414_CR1,0,280,414_.jpg","1999","1h 35m","PG-13","7.2","37K","In the 1930s, jazz guitarist Emmet Ray idolizes Django Reinhardt, faces gangsters and falls in love with a mute woman."
"2047","The Express","https://m.media-amazon.com/images/M/MV5BMTM3MTY5OTA5MF5BMl5BanBnXkFtZTcwMjA5ODk3MQ@@._V1_QL75_UX280_CR0,0,280,414_.jpg","2008","2h 10m","PG","7.2","23K","A drama based on the life of college football hero Ernie Davis, the first African-American to win the Heisman Trophy."
"2048","Tsotsi","https://m.media-amazon.com/images/M/MV5BNGVhMjgzZDktOTc5Yy00Y2M1LTk5NjctNWQwMmY5NmRjNTZiXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2005","1h 34m","R","7.2","32K","Six days in the violent life of a young Johannesburg gang leader."
"2049","Tape","https://m.media-amazon.com/images/M/MV5BMDYyNDQ2ZGQtZDY1Yy00NDI0LWI3NGYtZTY0MGViMmQyYmJlXkEyXkFqcGc@._V1_QL75_UX280_CR0,7,280,414_.jpg","2001","1h 26m","R","7.2","22K","Three old high school friends meet in a Michigan motel room to dissect painful memories from their past."
"2050","This Is It","https://m.media-amazon.com/images/M/MV5BMTI3Njc5NjQ4MV5BMl5BanBnXkFtZTcwNTQ4NTI4Mg@@._V1_QL75_UX280_CR0,1,280,414_.jpg","2009","1h 51m","PG","7.2","42K","A compilation of interviews, rehearsals, and backstage footage of Michael Jackson as he prepared for his series of sold-out shows in London."
"2051","It's All Gone Pete Tong","https://m.media-amazon.com/images/M/MV5BMTY0OTY2MzMyN15BMl5BanBnXkFtZTcwNzE5NTgyMQ@@._V1_QL75_UX280_CR0,0,280,414_.jpg","2004","1h 30m","R","7.2","21K","A famous DJ in the Ibiza club scene finds the alcohol and drug-fueled party that is his life threatened by the progressive loss of his hearing."
"2052","Lantana","https://m.media-amazon.com/images/M/MV5BMGRmMjk5ZjgtNzEzMS00NTdkLWIzMzUtMmU3NzY3ZDhiODA4XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2001","2h 1m","R","7.2","21K","The relationships of four couples unravel after the discovery of a young woman's body in Lantana bush in suburban Sydney."
"2053","Take the Money and Run","https://m.media-amazon.com/images/M/MV5BMjE2Mjc5NDg3OV5BMl5BanBnXkFtZTgwMzUxMjMyMTE@._V1_QL75_UY414_CR0,0,280,414_.jpg","1969","1h 25m","M/PG","7.2","32K","The life and times of Virgil Starkwell, inept bank robber."
"2054","The Beat That My Heart Skipped","https://m.media-amazon.com/images/M/MV5BYmUwMWEwNzYtZTRiOC00MmEyLWExY2EtOThkYmU3MWU2NjZhXkEyXkFqcGc@._V1_QL75_UY414_CR13,0,280,414_.jpg","2005","1h 48m","Not Rated","7.2","21K","Will Thomas still lead a life of crime and cruelty, just like his thuggish father, or will he pursue his dream of becoming a pianist?"
"2055","Fahrenheit 11/9","https://m.media-amazon.com/images/M/MV5BMjE4NDYxNTk4MV5BMl5BanBnXkFtZTgwNTE1MDMxNjM@._V1_QL75_UY414_CR0,0,280,414_.jpg","2018","2h 8m","R","7.2","21K","Filmmaker Michael Moore examines the current state of American politics, particularly the Donald Trump presidency and gun violence, while highlighting the power of grassroots democratic movements."
"2056","What the Health","https://m.media-amazon.com/images/M/MV5BYTk2OTg4ZWYtNGY0Ny00M2VhLWEwODQtNDc2NGI4Yjk5YmMwXkEyXkFqcGc@._V1_QL75_UY414_CR20,0,280,414_.jpg","2017","1h 37m","R","7.2","31K","An intrepid filmmaker on a journey of discovery as he uncovers possibly the largest health secret of our time and the collusion between industry, government, pharmaceutical and health organizations keeping this information from us."
"2057","Infernal Affairs II","https://m.media-amazon.com/images/M/MV5BMWJjMWVlNjAtNTQ0YS00ZDk1LWE0YjktNzQzODZiZDI1NmQ5XkEyXkFqcGc@._V1_QL75_UX280_CR0,3,280,414_.jpg","2003","1h 59m","Not Rated","7.2","20K","In this prequel to Mou gaan dou (2002), Chan Wing Yan has just become an undercover cop in the triads while Lau Kin Ming joins the police force. Both the triads and the police find an enemy in a rival crime boss."
"2058","A Real Pain","https://m.media-amazon.com/images/M/MV5BODY2YWYwM2YtZTVlNC00MjgyLTgzYTgtNmFmYWE5ZmY1MDM5XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2024","1h 30m","R","7.1","84K","Mismatched cousins reunite for a tour through Poland to honor their beloved grandmother, but their old tensions resurface against the backdrop of their family history."
"2059","West Side Story","https://m.media-amazon.com/images/M/MV5BOWZkYzY2OGUtOGU4Ni00NmI0LTg2ZjAtZDA5OWE0YTNiZWRiXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2021","2h 36m","PG-13","7.1","101K","When young Tony and Maria fall in love in 1957 New York City, their romance helps to fuel the fire between the warring Jets and Sharks, two rival gangs vying for control of the streets."
"2060","The Apprentice","https://m.media-amazon.com/images/M/MV5BZjI3MWUwOTMtOTY1YS00NzE0LWE1OTYtYmQ0Mjg2NDEyMzMxXkEyXkFqcGc@._V1_QL75_UY414_CR5,0,280,414_.jpg","2024","2h 2m","R","7.1","53K","A young man took over his father's real-estate business in 1970s and '80s New York, and got the helping hand of an infamous closeted gay lawyer who helped him turn this young man into a notorious legend. Based on true events."
"2061","Alien: Romulus","https://m.media-amazon.com/images/M/MV5BMDU0NjcwOGQtNjNjOS00NzQ3LWIwM2YtYWVmODZjMzQzN2ExXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2024","1h 59m","R","7.1","242K","While scavenging the deep ends of a derelict space station, a group of young space colonists come face to face with the most terrifying life form in the universe."
"2062","Strange Darling","https://m.media-amazon.com/images/M/MV5BNDE2OTQ0NjEtNmEwMC00NmRjLThiOGMtN2M1N2Q2YWY0NGY4XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2023","1h 37m","R","7.1","49K","Nothing is what it seems when a twisted one-night stand spirals into a serial killer's vicious murder spree."
"2063","Everest","https://m.media-amazon.com/images/M/MV5BNDAzOTYxMTctY2ViNi00NDI3LTgwMGItY2FhN2JjZWE5MjRkXkEyXkFqcGc@._V1_QL75_UX280_CR0,3,280,414_.jpg","2015","2h 1m","PG-13","7.1","240K","On May 10, 1996, mountain guides Rob Hall and Scott Fischer combine their expedition teams for a final ascent to the summit of Mount Everest. With little warning, a storm strikes the mountain and the climbers must now battle to survive."
"2064","Beauty and the Beast","https://m.media-amazon.com/images/M/MV5BMTUwNjUxMTM4NV5BMl5BanBnXkFtZTgwODExMDQzMTI@._V1_QL75_UX280_CR0,0,280,414_.jpg","2017","2h 9m","PG","7.1","347K","A brave, beautiful, and brilliant young woman is imprisoned by a beast in his castle. Despite her fears, she learns to see beyond the beast's hideous exterior and realize the gentle heart of the true prince within him."
"2065","September 5","https://m.media-amazon.com/images/M/MV5BOWUxY2YyYzctYWY3Yi00ZGJjLTkzMDktZjYzMTIzZjNhNmM2XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2024","1h 35m","R","7.1","22K","During the 1972 Summer Olympics in Munich, Germany, an American sports broadcasting team must adapt to live coverage of the Israeli athletes being held hostage by a terrorist group."
"2066","Runaway Jury","https://m.media-amazon.com/images/M/MV5BOWZkZGFhZDAtNzBmYy00Mjk1LWFjYjQtYzVhMzhiNzQ0MTRlXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2003","2h 7m","PG-13","7.1","113K","A juror, a lawyer and a mysterious woman stand in the way of a man trying to manipulate an explosive trial."
"2067","The Dreamers","https://m.media-amazon.com/images/M/MV5BZmY0Y2YwZTgtZDE2Ny00ZmYzLWFhOTItNDFhZjhjMjAzNWVhXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2003","1h 55m","NC-17","7.1","137K","A young American studying in Paris in 1968 strikes up a friendship with a French brother and sister. Set against the background of the '68 Paris student riots."
"2068","The Mummy","https://m.media-amazon.com/images/M/MV5BMTY4YWE0OGMtNjU0Yi00YzIwLTk3NTktM2ZiYWQwNjM4MmMxXkEyXkFqcGc@._V1_QL75_UX280_CR0,1,280,414_.jpg","1999","2h 4m","PG-13","7.1","481K","At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreak havoc as he searches for the reincarnation of his long-lost love."
"2069","Bone Tomahawk","https://m.media-amazon.com/images/M/MV5BMzQ0MzE4OTUzMF5BMl5BanBnXkFtZTgwODAyNzI3NjE@._V1_QL75_UY414_CR0,0,280,414_.jpg","2015","2h 12m","Not Rated","7.1","130K","In the Old West, a small-town sheriff and his rag-tag posse set out to rescue several townspeople from a brutal cave-dwelling, cannibalistic Indian tribe."
"2070","Midsommar","https://m.media-amazon.com/images/M/MV5BMzQxNzQzOTQwM15BMl5BanBnXkFtZTgwMDQ2NTcwODM@._V1_QL75_UX280_CR0,0,280,414_.jpg","2019","2h 28m","R","7.1","445K","A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult."
